title,year,cast,url
Woman in Gold,2015,"Helen Mirren, Ryan Reynolds",https://www.imdb.com/title/tt2404425/?ref_=fn_ttl_ttl_427
I'm Not There,2007,"Christian Bale, Cate Blanchett",https://www.imdb.com/title/tt0368794/?ref_=fn_ttl_ttl_428
Sri Rama Rajyam,2011,"Akkineni Nageswara Rao, Nandamuri Balakrishna",https://www.imdb.com/title/tt1783377/?ref_=fn_ttl_ttl_429
A summer night's dream (Graduation project of the Higher Institute of Dramatic Arts class 2005)(Theater),2005,"Mohamad Al-Ahmad, Rana Shmies",https://www.imdb.com/title/tt32730642/?ref_=fn_ttl_ttl_430
The Spanish Prisoner,1997,"Steve Martin, Ben Gazzara",https://www.imdb.com/title/tt0120176/?ref_=fn_ttl_ttl_431
Ein Gruss aus der Tiefe,1915,"Willy Appelt, Fritz Friedrich",https://www.imdb.com/title/tt0442251/?ref_=fn_ttl_ttl_432
The Brave One,2007,"Jodie Foster, Terrence Howard",https://www.imdb.com/title/tt0476964/?ref_=fn_ttl_ttl_433
My Old Lady,2014,"Kevin Kline, Kristin Scott Thomas",https://www.imdb.com/title/tt2908856/?ref_=fn_ttl_ttl_434
Lady and the Tramp,1955,"Barbara Luddy, Larry Roberts",https://www.imdb.com/title/tt0048280/?ref_=fn_ttl_ttl_435
The Queen of Spades,2016,"Ksenia Rappoport, Ivan Yankovskiy",https://www.imdb.com/title/tt2231457/?ref_=fn_ttl_ttl_436
Dear Evan Hansen,2021,"Ben Platt, Julianne Moore",https://www.imdb.com/title/tt9357050/?ref_=fn_ttl_ttl_437
The Lady with the Dog,1960,"Iya Savvina, Aleksey Batalov",https://www.imdb.com/title/tt0053746/?ref_=fn_ttl_ttl_438
Rama Shama Bhama,2005,"Kamal Haasan, Ramesh Aravind",https://www.imdb.com/title/tt0871012/?ref_=fn_ttl_ttl_439
The Lady Vanishes,1938,"Margaret Lockwood, Michael Redgrave",https://www.imdb.com/title/tt0030341/?ref_=fn_ttl_ttl_440
Rumble in the Bronx,1995,"Jackie Chan, Anita Mui",https://www.imdb.com/title/tt0113326/?ref_=fn_ttl_ttl_441
Family Plot,1976,"Karen Black, Bruce Dern",https://www.imdb.com/title/tt0074512/?ref_=fn_ttl_ttl_442
Haré Rama Haré Krishna,1971,"Zeenat Aman, Dev Anand",https://www.imdb.com/title/tt0067183/?ref_=fn_ttl_ttl_443
Ike! Danshi koukou engekibu,2011,"Aoi Nakamura, Sôsuke Ikematsu",https://www.imdb.com/title/tt1783710/?ref_=fn_ttl_ttl_444
Dama de noche,1998,"Ynez Veneracion, Mark Gil",https://www.imdb.com/title/tt0289144/?ref_=fn_ttl_ttl_445
Actividades no propias de una dama,2024,"Alan Ciangherotti, Oscar Lopez",https://www.imdb.com/title/tt36745469/?ref_=fn_ttl_ttl_446
Autumn,1916,"Violet Mersereau, Lester Stowe",https://www.imdb.com/title/tt0006385/?ref_=fn_ttl_ttl_447
Broken City,2013,"Mark Wahlberg, Russell Crowe",https://www.imdb.com/title/tt1235522/?ref_=fn_ttl_ttl_448
Queen of Spades,1916,"Tamara Duvan, Ivan Mozzhukhin",https://www.imdb.com/title/tt0007183/?ref_=fn_ttl_ttl_449
The Iron Lady,2011,"Meryl Streep, Jim Broadbent",https://www.imdb.com/title/tt1007029/?ref_=fn_ttl_ttl_450
Lunegarde,1946,"Gaby Morlay, Jean Tissier",https://www.imdb.com/title/tt0038709/?ref_=fn_ttl_ttl_451
The Scarlet Letter,1995,"Demi Moore, Gary Oldman",https://www.imdb.com/title/tt0114345/?ref_=fn_ttl_ttl_452
Kousalya Supraja Rama,2023,"Brinda Acharya, Sudha Belawadi",https://www.imdb.com/title/tt27205444/?ref_=fn_ttl_ttl_453
Hana-Dama: The Origins,2014,"Rina Sakuragi, Eriko Nakamura",https://www.imdb.com/title/tt3480056/?ref_=fn_ttl_ttl_454
Mahayoddha Rama,2016,"Kunal Kapoor, Jimmy Shergill",https://www.imdb.com/title/tt1479690/?ref_=fn_ttl_ttl_455
My Darling Clementine,1946,"Henry Fonda, Linda Darnell",https://www.imdb.com/title/tt0038762/?ref_=fn_ttl_ttl_456
Sleuth,1972,"Laurence Olivier, Michael Caine",https://www.imdb.com/title/tt0069281/?ref_=fn_ttl_ttl_457
La dramma al teatro,1914,"Elio Gioppo, Anna Lazzarini",https://www.imdb.com/title/tt1217024/?ref_=fn_ttl_ttl_458
Lady in the Water,2006,"Paul Giamatti, Bryce Dallas Howard",https://www.imdb.com/title/tt0452637/?ref_=fn_ttl_ttl_459
The Black Diamond Express,1927,"Monte Blue, Edna Murphy",https://www.imdb.com/title/tt0017677/?ref_=fn_ttl_ttl_460
Domestic Disturbance,2001,"John Travolta, Nick Loren",https://www.imdb.com/title/tt0249478/?ref_=fn_ttl_ttl_461
Heaven's Gate,1980,"Kris Kristofferson, Christopher Walken",https://www.imdb.com/title/tt0080855/?ref_=fn_ttl_ttl_462
Queen of Spades: The Dark Rite,2015,"Alina Babak, Valeriya Dmitrieva",https://www.imdb.com/title/tt4901756/?ref_=fn_ttl_ttl_463
A Dama da Zona,1979,"Marlene Silva, Marlene França",https://www.imdb.com/title/tt0250319/?ref_=fn_ttl_ttl_464
Dreama Team,2023,Dreama Walton,https://www.imdb.com/title/tt31521570/?ref_=fn_ttl_ttl_465
Die Hard with a Vengeance,1995,"Bruce Willis, Jeremy Irons",https://www.imdb.com/title/tt0112864/?ref_=fn_ttl_ttl_466
Das Mädchen aus der Ackerstraße - 1. Teil,1920,"Vladimir Agayev, Fritz Beckmann",https://www.imdb.com/title/tt1132257/?ref_=fn_ttl_ttl_467
En ensom Kvinde,1917,"Frederik Jacobsen, Betty Nansen",https://www.imdb.com/title/tt2234082/?ref_=fn_ttl_ttl_468
The Lady of Silence: The Mataviejitas Murders,2023,"Alejandra Alday, Anselmo Apodac",https://www.imdb.com/title/tt27640680/?ref_=fn_ttl_ttl_469
"Dear Emma, Sweet Böbe",1992,"Johanna ter Steege, Enikö Börcsök",https://www.imdb.com/title/tt0105919/?ref_=fn_ttl_ttl_470
Rocky V,1990,"Sylvester Stallone, Talia Shire",https://www.imdb.com/title/tt0100507/?ref_=fn_ttl_ttl_471
Someone to Watch Over Me,1987,"Tom Berenger, Mimi Rogers",https://www.imdb.com/title/tt0094008/?ref_=fn_ttl_ttl_472
The Lady in the Van,2015,"Maggie Smith, Alex Jennings",https://www.imdb.com/title/tt3722070/?ref_=fn_ttl_ttl_473
El Efecto Darma,2023,"Dunia Rodríguez, Álvaro Lucas",https://www.imdb.com/title/tt15128474/?ref_=fn_ttl_ttl_474
La dama regresa,1996,"Isabel Sarli, Edgardo Nieva",https://www.imdb.com/title/tt0116012/?ref_=fn_ttl_ttl_475
The Woman in Black,2012,"Daniel Radcliffe, Janet McTeer",https://www.imdb.com/title/tt1596365/?ref_=fn_ttl_ttl_476
The Border Legion,1924,"Antonio Moreno, Helene Chadwick",https://www.imdb.com/title/tt0014728/?ref_=fn_ttl_ttl_477
Captain Sabertooth and the Treasure of Lama Rama,2014,"Tuva Novotny, Anders Baasmo",https://www.imdb.com/title/tt2664712/?ref_=fn_ttl_ttl_478
Due Date,2010,"Robert Downey Jr., Zach Galifianakis",https://www.imdb.com/title/tt1231583/?ref_=fn_ttl_ttl_479
Don't Look Too Far,2015,"Serkan Senalp, Fatih Al",https://www.imdb.com/title/tt5158168/?ref_=fn_ttl_ttl_480
Lady and the Tramp,2019,"Tessa Thompson, Justin Theroux",https://www.imdb.com/title/tt8096832/?ref_=fn_ttl_ttl_481
The Lady from Shanghai,1947,"Rita Hayworth, Orson Welles",https://www.imdb.com/title/tt0040525/?ref_=fn_ttl_ttl_482
Lady Killer,1992,"Velimir 'Bata' Zivojinovic, Boro Stjepanovic",https://www.imdb.com/title/tt0280354/?ref_=fn_ttl_ttl_483
Ladyhawke,1985,"Matthew Broderick, Rutger Hauer",https://www.imdb.com/title/tt0089457/?ref_=fn_ttl_ttl_484
Rama O Rama,1988,"Raj Babbar, Kimi Katkar",https://www.imdb.com/title/tt0350030/?ref_=fn_ttl_ttl_485
Rama,1969,Sugar Cain,https://www.imdb.com/title/tt0218541/?ref_=fn_ttl_ttl_486
Dear Santa,2024,"Jack Black, Robert Timothy Smith",https://www.imdb.com/title/tt2396431/?ref_=fn_ttl_ttl_487
"Farewell, My Lovely",1975,"Robert Mitchum, Charlotte Rampling",https://www.imdb.com/title/tt0072973/?ref_=fn_ttl_ttl_488
Spring Break,1983,"David Knell, Steve Bassett",https://www.imdb.com/title/tt0086352/?ref_=fn_ttl_ttl_489
La culta dama,1957,"Gloria Lozano, Elsa Cárdenas",https://www.imdb.com/title/tt0203428/?ref_=fn_ttl_ttl_490
Forest Havoc,1926,"Forrest Stanley, Peggy Montgomery",https://www.imdb.com/title/tt0132975/?ref_=fn_ttl_ttl_491
Drame Aale,2024,"Harish Verma, Sharan Kaur",https://www.imdb.com/title/tt28495995/?ref_=fn_ttl_ttl_492
The Calling,2014,"Susan Sarandon, Gil Bellows",https://www.imdb.com/title/tt1666335/?ref_=fn_ttl_ttl_493
One Missed Call,2003,"Kô Shibasaki, Shin'ichi Tsutsumi",https://www.imdb.com/title/tt0366292/?ref_=fn_ttl_ttl_494
Abenteuer im Nachtexpreß,1925,"Harry Piel, Dary Holm",https://www.imdb.com/title/tt0461736/?ref_=fn_ttl_ttl_495
Camille,1936,"Greta Garbo, Robert Taylor",https://www.imdb.com/title/tt0028683/?ref_=fn_ttl_ttl_496
"Honey, I Blew Up the Kid",1992,"Rick Moranis, Marcia Strassman",https://www.imdb.com/title/tt0104437/?ref_=fn_ttl_ttl_497
Lady in White,1988,"Lukas Haas, Len Cariou",https://www.imdb.com/title/tt0095484/?ref_=fn_ttl_ttl_498
Day I See You,N/A,N/A,https://www.imdb.com/title/tt7737464/?ref_=fn_ttl_ttl_499
Gate of Flesh,1964,"Jô Shishido, Kôji Wada",https://www.imdb.com/title/tt0058409/?ref_=fn_ttl_ttl_500
Beautiful Boy,2010,"Michael Sheen, Maria Bello",https://www.imdb.com/title/tt1533013/?ref_=fn_ttl_ttl_501
Tragödie im Zirkus Royal,1928,"Bernhard Goetzke, Ellen Kürti",https://www.imdb.com/title/tt0133237/?ref_=fn_ttl_ttl_502
"Murder, My Sweet",1944,"Dick Powell, Claire Trevor",https://www.imdb.com/title/tt0037101/?ref_=fn_ttl_ttl_503
The Portrait of a Lady,1996,"Nicole Kidman, John Malkovich",https://www.imdb.com/title/tt0117364/?ref_=fn_ttl_ttl_504
Veronica Guerin,2003,"Cate Blanchett, Colin Farrell",https://www.imdb.com/title/tt0312549/?ref_=fn_ttl_ttl_505
Lust for Life,1956,"Kirk Douglas, Anthony Quinn",https://www.imdb.com/title/tt0049456/?ref_=fn_ttl_ttl_506
Gretel & Hansel,2020,"Sophia Lillis, Samuel Leakey",https://www.imdb.com/title/tt9086228/?ref_=fn_ttl_ttl_507
The Bride of the Lake,1934,"Gina Malo, John Garrick",https://www.imdb.com/title/tt0024912/?ref_=fn_ttl_ttl_508
Lady Libertine,1984,"Christopher Pearson, Jennifer Inch",https://www.imdb.com/title/tt0087287/?ref_=fn_ttl_ttl_509
Rama Janma Bhoomi,"Anupam Kher, Pankaj Tripathi",N/A,https://www.imdb.com/title/tt32362696/?ref_=fn_ttl_ttl_510
Irama cinta,1980,"Elvy Sukaesih, Farouk Afero",https://www.imdb.com/title/tt1196767/?ref_=fn_ttl_ttl_511
Drowning Mona,2000,"Danny DeVito, Bette Midler",https://www.imdb.com/title/tt0186045/?ref_=fn_ttl_ttl_512
The Lady in White,1938,"Elsa Merlini, Nino Besozzi",https://www.imdb.com/title/tt0030036/?ref_=fn_ttl_ttl_513
Lady in a Cage,1964,"Olivia de Havilland, James Caan",https://www.imdb.com/title/tt0058283/?ref_=fn_ttl_ttl_514
Sweetheart,2019,"Kiersey Clemons, Emory Cohen",https://www.imdb.com/title/tt6560164/?ref_=fn_ttl_ttl_515
Lady on the Tracks,1966,"Jirina Bohdalová, Radoslav Brzobohatý",https://www.imdb.com/title/tt0060279/?ref_=fn_ttl_ttl_516
Funny Lady,1975,"Barbra Streisand, James Caan",https://www.imdb.com/title/tt0073026/?ref_=fn_ttl_ttl_517
The Ladykillers,2004,"Tom Hanks, Marlon Wayans",https://www.imdb.com/title/tt0335245/?ref_=fn_ttl_ttl_518
Melodi Cinta Rhoma Irama,1980,"Rhoma Irama, Ricca Rahim",https://www.imdb.com/title/tt2954712/?ref_=fn_ttl_ttl_519
La dama de Beirut,1965,"Sara Montiel, Fernand Gravey",https://www.imdb.com/title/tt0059081/?ref_=fn_ttl_ttl_520
The Milky Way,1969,"Paul Frankeur, Laurent Terzieff",https://www.imdb.com/title/tt0066534/?ref_=fn_ttl_ttl_521
How Green Was My Valley,1941,"Walter Pidgeon, Maureen O'Hara",https://www.imdb.com/title/tt0033729/?ref_=fn_ttl_ttl_522
Um die Liebe des Dompteurs,1918,"Ferdinand Bonn, Loo Holl",https://www.imdb.com/title/tt0453239/?ref_=fn_ttl_ttl_523
Dumb and Dumber To,2014,"Jim Carrey, Jeff Daniels",https://www.imdb.com/title/tt2096672/?ref_=fn_ttl_ttl_524
Zu spät!,1919,"Friedrich Burau, Edna Hecht-Herald",https://www.imdb.com/title/tt0337515/?ref_=fn_ttl_ttl_525
